,año_semana,Femenino,Masculino,Adolescencia,Adulto,Adulto mayor,Ancianidad,Infancia,Menor de 1 año,Primera infancia,Afrocolombiano,Indígena,Otro,Rom,Contributivo,Especial,Excepción,Indeterminado,No asegurado,Subsidiado,Clasico,Grave,Conf. por laboratorio,Conf. por nexo,Probable,No,Si,Fallecido,Vivo,Cabecera municipal,Centro Poblado,Rural disperso,0,7,BARANOA,CAMPO DE LA CRUZ,CANDELARIA,DESCONOCIDO,GALAPA,JUAN DE ACOSTA,LURUACO,MALAMBO,MANATÍ,PALMAR DE VARELA,PIOJÓ,POLONUEVO,PONEDERA,PUERTO COLOMBIA,REPELÓN,SABANAGRANDE,SABANALARGA,SANTA LUCIA,SANTA LUCÍA,SANTO TOMÁS,SOLEDAD,SUAN,TUBARÁ,USIACURÍ,año,semana
0,2017_1,1,1,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,2,0,0,0,2,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2017,1
1,2017_2,0,3,1,1,0,0,1,0,0,1,0,2,0,0,0,0,0,0,3,3,0,1,0,2,2,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2017,2
2,2017_3,0,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,2,0,1,0,1,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017,3
3,2017_4,2,1,0,1,0,0,1,0,1,1,0,2,0,1,0,0,0,0,2,3,0,1,0,2,1,2,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2017,4
4,2017_5,1,3,1,0,1,0,1,1,0,0,0,4,0,1,0,0,0,0,3,4,0,2,0,2,2,2,0,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2017,5
5,2017_6,2,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,1,2,0,0,0,2,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2017,6
6,2017_7,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,7
7,2017_8,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2017,8
8,2017_9,1,2,1,2,0,0,0,0,0,1,0,2,0,1,0,0,0,1,1,3,0,0,0,3,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017,9
9,2017_10,1,3,2,0,0,0,1,0,1,2,0,2,0,2,0,0,0,0,2,4,0,0,0,4,1,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,2017,10
10,2017_11,1,1,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,1,2,0,2,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2017,11
11,2017_12,4,0,0,0,1,0,1,0,2,1,0,3,0,1,0,0,0,0,3,4,0,0,0,4,3,1,0,4,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2017,12
12,2017_13,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017,13
13,2017_14,2,1,0,2,1,0,0,0,0,0,0,3,0,2,0,0,0,0,1,3,0,0,0,3,2,1,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2017,14
14,2017_15,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,15
15,2017_16,3,1,1,1,1,0,0,0,1,2,0,2,0,0,0,0,0,1,3,4,0,0,0,4,2,2,0,4,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2017,16
16,2017_17,3,8,1,3,1,1,1,1,3,6,0,5,0,5,0,0,0,0,6,11,0,1,0,10,10,1,0,11,11,0,0,0,0,0,0,0,0,1,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2017,17
17,2017_18,1,1,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,2,0,0,0,2,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,18
18,2017_19,1,2,0,1,0,0,2,0,0,0,0,3,0,1,0,0,0,0,2,3,0,0,0,3,1,2,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2017,19
19,2017_20,2,3,0,3,1,0,0,0,1,1,0,4,0,2,0,0,0,1,2,5,0,0,0,5,2,3,0,5,5,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2017,20
20,2017_21,2,4,0,3,1,0,1,0,1,1,0,5,0,2,0,0,0,0,4,6,0,1,0,5,5,1,0,6,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,2017,21
21,2017_22,1,7,2,4,0,0,1,0,1,3,0,5,0,3,0,0,0,0,5,6,2,2,0,6,2,6,0,8,8,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,3,0,0,0,2017,22
22,2017_23,2,5,0,3,2,0,0,0,2,2,0,5,0,2,0,0,0,0,5,7,0,0,0,7,4,3,0,7,5,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,2017,23
23,2017_24,1,2,1,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,3,3,0,0,3,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,24
24,2017_25,4,3,1,4,2,0,0,0,0,4,0,3,0,2,0,0,0,0,5,6,1,1,0,6,5,2,0,7,5,1,1,0,0,0,0,0,1,0,1,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2017,25
25,2017_26,2,1,1,0,2,0,0,0,0,0,0,3,0,2,0,0,0,0,1,3,0,2,0,1,3,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2017,26
26,2017_27,2,3,4,0,0,0,1,0,0,1,0,4,0,2,0,0,0,0,3,5,0,1,0,4,4,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2017,27
27,2017_28,0,3,0,2,1,0,0,0,0,0,0,3,0,1,0,0,0,0,2,3,0,1,0,2,0,3,0,3,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2017,28
28,2017_29,2,2,0,3,1,0,0,0,0,1,0,3,0,2,0,0,0,0,2,4,0,1,0,3,1,3,0,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2017,29
29,2017_30,2,3,1,3,1,0,0,0,0,0,0,5,0,2,0,0,0,1,2,5,0,2,0,3,0,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2017,30
30,2017_31,3,6,3,1,0,0,3,0,2,2,0,7,0,4,0,0,0,0,5,9,0,4,0,5,6,3,0,9,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,5,0,0,0,2017,31
31,2017_32,3,2,2,1,0,0,0,0,2,1,0,4,0,3,0,0,0,0,2,5,0,1,0,4,4,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,2017,32
32,2017_33,2,2,2,0,0,0,2,0,0,0,0,4,0,1,0,0,0,0,3,4,0,1,0,3,2,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,2017,33
33,2017_34,7,9,4,4,0,0,4,0,4,3,0,13,0,4,0,2,0,0,10,15,1,1,0,15,9,7,0,16,16,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,10,0,0,0,2017,34
34,2017_35,8,4,9,3,0,0,0,0,0,1,1,10,0,4,0,1,0,1,6,12,0,4,0,8,8,4,0,12,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,2017,35
35,2017_36,5,9,6,7,1,0,0,0,0,0,0,14,0,8,0,2,0,1,3,13,1,5,0,9,6,8,0,14,14,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2017,36
36,2017_37,9,4,4,5,1,0,2,0,1,1,0,12,0,2,3,0,0,1,7,13,0,4,0,9,7,6,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,10,0,0,0,2017,37
37,2017_38,6,6,3,6,2,0,0,0,1,1,0,11,0,5,0,0,0,0,7,11,1,2,0,10,8,4,0,12,12,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8,0,0,0,2017,38
38,2017_39,7,7,3,5,0,0,3,1,2,0,0,14,0,6,0,0,0,0,8,13,1,4,0,10,10,4,0,14,13,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,8,0,0,1,2017,39
39,2017_40,10,8,4,5,2,1,5,0,1,4,0,14,0,6,0,0,0,1,11,18,0,2,0,16,13,5,0,18,16,1,1,0,0,0,0,0,0,3,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,10,0,0,1,2017,40
40,2017_41,7,9,3,6,1,0,5,0,1,1,0,15,0,9,0,2,0,1,4,16,0,7,0,9,8,8,0,16,16,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,2017,41
41,2017_42,7,19,11,8,0,0,6,0,1,3,0,23,0,11,1,0,0,0,14,26,0,6,0,20,18,8,0,26,26,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,0,0,0,2017,42
42,2017_43,7,7,6,5,0,0,2,1,0,1,0,13,0,4,2,0,0,0,8,14,0,5,0,9,10,4,0,14,14,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,2017,43
