municipio,periodo_global,REM
POLONUEVO,33,5.46647821148286
POLONUEVO,36,2.17523562765198
POLONUEVO,47,0.900947051536888
POLONUEVO,48,0.603418126677975
POLONUEVO,49,1.12170609811263
POLONUEVO,50,0.722705350541104
POLONUEVO,51,0.277391832413546
POLONUEVO,52,0.651346858190652
POLONUEVO,53,0.676343646596947
POLONUEVO,56,2.63201627084172
POLONUEVO,57,1.5009726862716
POLONUEVO,58,0.310652528548124
POLONUEVO,59,0.729277451748904
POLONUEVO,60,0.341004745662168
POLONUEVO,61,0.204194089116565
POLONUEVO,62,0.572001805485232
POLONUEVO,63,0.128156341770783
POLONUEVO,64,0.570977341090088
POLONUEVO,65,0.187828956153195
POLONUEVO,66,0.130982921699256
POLONUEVO,71,1.07397164518006
POLONUEVO,72,2.05130617364747
POLONUEVO,73,1.15684885887481
POLONUEVO,75,0.414987193534073
POLONUEVO,78,1.26610395131338
PONEDERA,2,0.431810990007649
PONEDERA,10,0.27983251703572
PONEDERA,12,0.742655945047609
PONEDERA,14,0.589234634626977
PONEDERA,15,1.16162798237193
PONEDERA,16,1.52393191581142
PONEDERA,20,1.30511281122081
PONEDERA,21,0.345728921581956
PONEDERA,22,0.710116071879441
PONEDERA,23,3.40558968651131
PONEDERA,24,1.0313192191608
PONEDERA,25,2.35570314175828
PONEDERA,26,2.0607683364177
PONEDERA,27,1.42254983388704
PONEDERA,28,2.02790716070095
PONEDERA,29,0.500406807241169
PONEDERA,31,1.60606982934731
PONEDERA,36,0.833134860709612
PONEDERA,39,0.710572111341477
PONEDERA,47,0.692198687515908
PONEDERA,48,0.154535620636563
PONEDERA,49,0.107726015581
PONEDERA,51,0.213120473613568
PONEDERA,52,0.20017222525478
PONEDERA,54,0.245226764520383
PONEDERA,59,0.936919913337434
PONEDERA,60,0.394287143238197
PONEDERA,61,0.629599089850856
PONEDERA,62,0.881837024971289
PONEDERA,63,1.48180922780236
PONEDERA,64,0.264077292220662
PONEDERA,65,0.0723924847392255
PONEDERA,66,0.101358581566278
PONEDERA,67,0.176806930590631
PONEDERA,68,0.830244816204891
PONEDERA,70,0.609634848054106
PONEDERA,71,0.831072029739813
PONEDERA,73,1.11900618321968
PONEDERA,75,1.60564876546889
PONEDERA,76,4.18566381755694
PONEDERA,77,5.92899305560309
PONEDERA,78,4.40887441889993
PUERTO COLOMBIA,1,0.287452986855817
PUERTO COLOMBIA,2,0.209040357842891
PUERTO COLOMBIA,5,0.532927725404883
PUERTO COLOMBIA,6,0.458871878172589
PUERTO COLOMBIA,7,1.32056332796831
PUERTO COLOMBIA,8,0.858227254978524
PUERTO COLOMBIA,9,0.423121400445941
PUERTO COLOMBIA,11,0.716267160111025
PUERTO COLOMBIA,12,1.16844284032348
PUERTO COLOMBIA,13,0.252582838518741
PUERTO COLOMBIA,14,0.277365410509239
PUERTO COLOMBIA,18,0.81233903369602
PUERTO COLOMBIA,19,2.87924076748809
PUERTO COLOMBIA,20,0.409563105959526
PUERTO COLOMBIA,21,0.325484072470391
PUERTO COLOMBIA,22,0.167133450930578
PUERTO COLOMBIA,23,0.200385535301915
PUERTO COLOMBIA,24,0.485464128851987
PUERTO COLOMBIA,25,0.633645779558309
PUERTO COLOMBIA,26,0.666907972866006
PUERTO COLOMBIA,27,0.489392654342265
