municipio,año,fecha,precipitacion
SABANALARGA,2020,2020-07-30,5.805000305175781
SANTA LUCÍA,2020,2020-07-30,5.506666819254558
SANTO TOMÁS,2020,2020-07-30,8.760000228881836
SOLEDAD,2020,2020-07-30,3.0199999809265137
SUAN,2020,2020-07-30,6.820000171661377
TUBARÁ,2020,2020-07-30,1.3600000143051147
USIACURÍ,2020,2020-07-30,5.8050001462300616
BARRANQUILLA,2020,2020-07-31,3.450000047683716
BARANOA,2020,2020-07-31,10.569999694824219
CAMPO DE LA CRUZ,2020,2020-07-31,9.579999923706055
CANDELARIA,2020,2020-07-31,9.579999923706055
GALAPA,2020,2020-07-31,3.450000047683716
JUAN DE ACOSTA,2020,2020-07-31,7.559999942779541
LURUACO,2020,2020-07-31,-4995.72021484375
MALAMBO,2020,2020-07-31,5.823333263397217
MANATÍ,2020,2020-07-31,8.75
PALMAR DE VARELA,2020,2020-07-31,10.569999694824219
PIOJÓ,2020,2020-07-31,-6663.479817708333
POLONUEVO,2020,2020-07-31,10.569999694824219
PONEDERA,2020,2020-07-31,10.074999809265137
PUERTO COLOMBIA,2020,2020-07-31,3.450000047683716
REPELÓN,2020,2020-07-31,-4995.125
SABANAGRANDE,2020,2020-07-31,10.569999694824219
SABANALARGA,2020,2020-07-31,9.0649995803833
SANTA LUCÍA,2020,2020-07-31,9.303333282470703
SANTO TOMÁS,2020,2020-07-31,10.569999694824219
SOLEDAD,2020,2020-07-31,3.450000047683716
SUAN,2020,2020-07-31,9.579999923706055
TUBARÁ,2020,2020-07-31,3.5399999618530273
USIACURÍ,2020,2020-07-31,9.06499973932902
BARRANQUILLA,2020,2020-08-01,0.6499999761581421
BARANOA,2020,2020-08-01,1.5700000524520874
CAMPO DE LA CRUZ,2020,2020-08-01,0.9399999976158142
CANDELARIA,2020,2020-08-01,0.9399999976158142
GALAPA,2020,2020-08-01,0.6499999761581421
JUAN DE ACOSTA,2020,2020-08-01,1.8700000047683716
LURUACO,2020,2020-08-01,-4998.56494140625
MALAMBO,2020,2020-08-01,0.9566666682561239
MANATÍ,2020,2020-08-01,2.130000114440918
PALMAR DE VARELA,2020,2020-08-01,1.5700000524520874
PIOJÓ,2020,2020-08-01,-6665.376953125
POLONUEVO,2020,2020-08-01,1.5700000524520874
PONEDERA,2020,2020-08-01,1.2549999952316284
PUERTO COLOMBIA,2020,2020-08-01,0.6499999761581421
REPELÓN,2020,2020-08-01,-4998.43505859375
SABANAGRANDE,2020,2020-08-01,1.5700000524520874
SABANALARGA,2020,2020-08-01,1.7200000286102295
SANTA LUCÍA,2020,2020-08-01,1.3366667032241821
SANTO TOMÁS,2020,2020-08-01,1.5700000524520874
SOLEDAD,2020,2020-08-01,0.6499999761581421
SUAN,2020,2020-08-01,0.9399999976158142
TUBARÁ,2020,2020-08-01,0.3799999952316284
USIACURÍ,2020,2020-08-01,1.7200000286102295
BARRANQUILLA,2020,2020-08-02,3.559999942779541
BARANOA,2020,2020-08-02,8.449999809265137
CAMPO DE LA CRUZ,2020,2020-08-02,5.170000076293945
CANDELARIA,2020,2020-08-02,5.170000076293945
GALAPA,2020,2020-08-02,3.559999942779541
JUAN DE ACOSTA,2020,2020-08-02,3.190000057220459
LURUACO,2020,2020-08-02,-4997.90478515625
MALAMBO,2020,2020-08-02,5.189999898274739
MANATÍ,2020,2020-08-02,4.829999923706055
PALMAR DE VARELA,2020,2020-08-02,8.449999809265137
PIOJÓ,2020,2020-08-02,-6664.936848958333
POLONUEVO,2020,2020-08-02,8.449999809265137
PONEDERA,2020,2020-08-02,6.809999942779541
PUERTO COLOMBIA,2020,2020-08-02,3.559999942779541
REPELÓN,2020,2020-08-02,-4997.0849609375
SABANAGRANDE,2020,2020-08-02,8.449999809265137
SABANALARGA,2020,2020-08-02,5.819999694824219
SANTA LUCÍA,2020,2020-08-02,5.0566666920979815
SANTO TOMÁS,2020,2020-08-02,8.449999809265137
SOLEDAD,2020,2020-08-02,3.559999942779541
SUAN,2020,2020-08-02,5.170000076293945
TUBARÁ,2020,2020-08-02,0.30000001192092896
USIACURÍ,2020,2020-08-02,5.8199998537699384
BARRANQUILLA,2020,2020-08-03,11.979999542236328
BARANOA,2020,2020-08-03,11.960000038146973
CAMPO DE LA CRUZ,2020,2020-08-03,5.179999828338623
CANDELARIA,2020,2020-08-03,5.179999828338623
GALAPA,2020,2020-08-03,11.979999542236328
JUAN DE ACOSTA,2020,2020-08-03,6.829999923706055
LURUACO,2020,2020-08-03,-4996.0849609375
MALAMBO,2020,2020-08-03,11.973333040873209
MANATÍ,2020,2020-08-03,7.389999866485596
PALMAR DE VARELA,2020,2020-08-03,11.960000038146973
PIOJÓ,2020,2020-08-03,-6663.723307291667
POLONUEVO,2020,2020-08-03,11.960000038146973
PONEDERA,2020,2020-08-03,8.569999694824219
PUERTO COLOMBIA,2020,2020-08-03,11.979999542236328
REPELÓN,2020,2020-08-03,-4995.80517578125
SABANAGRANDE,2020,2020-08-03,11.960000038146973
SABANALARGA,2020,2020-08-03,9.395000457763672
SANTA LUCÍA,2020,2020-08-03,5.916666507720947
SANTO TOMÁS,2020,2020-08-03,11.960000038146973
SOLEDAD,2020,2020-08-03,11.979999542236328
SUAN,2020,2020-08-03,5.179999828338623
TUBARÁ,2020,2020-08-03,5.880000114440918
USIACURÍ,2020,2020-08-03,9.395000139872232
BARRANQUILLA,2020,2020-08-04,3.5899999141693115
BARANOA,2020,2020-08-04,14.329999923706055
CAMPO DE LA CRUZ,2020,2020-08-04,17.84000015258789
CANDELARIA,2020,2020-08-04,17.84000015258789
GALAPA,2020,2020-08-04,3.5899999141693115
JUAN DE ACOSTA,2020,2020-08-04,3.7899999618530273
LURUACO,2020,2020-08-04,-4997.60498046875
MALAMBO,2020,2020-08-04,7.169999917348226
MANATÍ,2020,2020-08-04,4.699999809265137
PALMAR DE VARELA,2020,2020-08-04,14.329999923706055
PIOJÓ,2020,2020-08-04,-6664.736979166667
POLONUEVO,2020,2020-08-04,14.329999923706055
PONEDERA,2020,2020-08-04,16.084999084472656
PUERTO COLOMBIA,2020,2020-08-04,3.5899999141693115
REPELÓN,2020,2020-08-04,-4997.14990234375
SABANAGRANDE,2020,2020-08-04,14.329999923706055
SABANALARGA,2020,2020-08-04,9.059999465942383
SANTA LUCÍA,2020,2020-08-04,13.460000038146973
SANTO TOMÁS,2020,2020-08-04,14.329999923706055
SOLEDAD,2020,2020-08-04,3.5899999141693115
SUAN,2020,2020-08-04,17.84000015258789
TUBARÁ,2020,2020-08-04,1.3200000524520874
USIACURÍ,2020,2020-08-04,9.059999783833822
BARRANQUILLA,2020,2020-08-05,6.0
BARANOA,2020,2020-08-05,11.100000381469727
CAMPO DE LA CRUZ,2020,2020-08-05,5.809999942779541
CANDELARIA,2020,2020-08-05,5.809999942779541
GALAPA,2020,2020-08-05,6.0
JUAN DE ACOSTA,2020,2020-08-05,3.200000047683716
LURUACO,2020,2020-08-05,-4997.89990234375
MALAMBO,2020,2020-08-05,7.700000127156575
MANATÍ,2020,2020-08-05,3.4100000858306885
PALMAR DE VARELA,2020,2020-08-05,11.100000381469727
PIOJÓ,2020,2020-08-05,-6664.93359375
POLONUEVO,2020,2020-08-05,11.100000381469727
PONEDERA,2020,2020-08-05,8.454999923706055
PUERTO COLOMBIA,2020,2020-08-05,6.0
REPELÓN,2020,2020-08-05,-4997.794921875
SABANAGRANDE,2020,2020-08-05,11.100000381469727
SABANALARGA,2020,2020-08-05,7.150000095367432
SANTA LUCÍA,2020,2020-08-05,5.009999990463257
SANTO TOMÁS,2020,2020-08-05,11.100000381469727
SOLEDAD,2020,2020-08-05,6.0
SUAN,2020,2020-08-05,5.809999942779541
TUBARÁ,2020,2020-08-05,3.0399999618530273
USIACURÍ,2020,2020-08-05,7.150000174840291
BARRANQUILLA,2020,2020-08-06,6.239999771118164
BARANOA,2020,2020-08-06,7.210000038146973
CAMPO DE LA CRUZ,2020,2020-08-06,6.079999923706055
CANDELARIA,2020,2020-08-06,6.079999923706055
GALAPA,2020,2020-08-06,6.239999771118164
JUAN DE ACOSTA,2020,2020-08-06,5.239999771118164
LURUACO,2020,2020-08-06,-4996.8798828125
MALAMBO,2020,2020-08-06,6.563333193461101
MANATÍ,2020,2020-08-06,6.579999923706055
PALMAR DE VARELA,2020,2020-08-06,7.210000038146973
PIOJÓ,2020,2020-08-06,-6664.253255208333
POLONUEVO,2020,2020-08-06,7.210000038146973
PONEDERA,2020,2020-08-06,6.644999980926514
PUERTO COLOMBIA,2020,2020-08-06,6.239999771118164
REPELÓN,2020,2020-08-06,-4996.2099609375
SABANAGRANDE,2020,2020-08-06,7.210000038146973
SABANALARGA,2020,2020-08-06,6.224999904632568
SANTA LUCÍA,2020,2020-08-06,6.246666590372722
SANTO TOMÁS,2020,2020-08-06,7.210000038146973
SOLEDAD,2020,2020-08-06,6.239999771118164
SUAN,2020,2020-08-06,6.079999923706055
TUBARÁ,2020,2020-08-06,3.819999933242798
USIACURÍ,2020,2020-08-06,6.224999904632568
BARRANQUILLA,2020,2020-08-07,1.409999966621399
BARANOA,2020,2020-08-07,4.590000152587891
CAMPO DE LA CRUZ,2020,2020-08-07,3.9100000858306885
CANDELARIA,2020,2020-08-07,3.9100000858306885
GALAPA,2020,2020-08-07,1.409999966621399
JUAN DE ACOSTA,2020,2020-08-07,4.150000095367432
LURUACO,2020,2020-08-07,-4997.4248046875
MALAMBO,2020,2020-08-07,2.4700000286102295
MANATÍ,2020,2020-08-07,4.289999961853027
PALMAR DE VARELA,2020,2020-08-07,4.590000152587891
PIOJÓ,2020,2020-08-07,-6664.616536458333
POLONUEVO,2020,2020-08-07,4.590000152587891
PONEDERA,2020,2020-08-07,4.25
PUERTO COLOMBIA,2020,2020-08-07,1.409999966621399
REPELÓN,2020,2020-08-07,-4997.35498046875
SABANAGRANDE,2020,2020-08-07,4.590000152587891
SABANALARGA,2020,2020-08-07,4.369999885559082
SANTA LUCÍA,2020,2020-08-07,4.036666711171468
SANTO TOMÁS,2020,2020-08-07,4.590000152587891
SOLEDAD,2020,2020-08-07,1.409999966621399
SUAN,2020,2020-08-07,3.9100000858306885
TUBARÁ,2020,2020-08-07,2.7100000381469727
USIACURÍ,2020,2020-08-07,4.370000044504802
BARRANQUILLA,2020,2020-08-08,0.7099999785423279
BARANOA,2020,2020-08-08,1.3600000143051147
CAMPO DE LA CRUZ,2020,2020-08-08,0.8299999833106995
CANDELARIA,2020,2020-08-08,0.8299999833106995
GALAPA,2020,2020-08-08,0.7099999785423279
JUAN DE ACOSTA,2020,2020-08-08,0.7699999809265137
LURUACO,2020,2020-08-08,-4999.115234375
MALAMBO,2020,2020-08-08,0.9266666571299235
MANATÍ,2020,2020-08-08,2.3399999141693115
PALMAR DE VARELA,2020,2020-08-08,1.3600000143051147
PIOJÓ,2020,2020-08-08,-6665.743489583333
POLONUEVO,2020,2020-08-08,1.3600000143051147
PONEDERA,2020,2020-08-08,1.0950000286102295
PUERTO COLOMBIA,2020,2020-08-08,0.7099999785423279
REPELÓN,2020,2020-08-08,-4998.330078125
SABANAGRANDE,2020,2020-08-08,1.3600000143051147
SABANALARGA,2020,2020-08-08,1.065000057220459
SANTA LUCÍA,2020,2020-08-08,1.3333332935969036
SANTO TOMÁS,2020,2020-08-08,1.3600000143051147
SOLEDAD,2020,2020-08-08,0.7099999785423279
SUAN,2020,2020-08-08,0.8299999833106995
TUBARÁ,2020,2020-08-08,0.36000001430511475
USIACURÍ,2020,2020-08-08,1.065000017484029
BARRANQUILLA,2020,2020-08-09,0.3499999940395355
BARANOA,2020,2020-08-09,1.940000057220459
CAMPO DE LA CRUZ,2020,2020-08-09,1.7400000095367432
CANDELARIA,2020,2020-08-09,1.7400000095367432
GALAPA,2020,2020-08-09,0.3499999940395355
JUAN DE ACOSTA,2020,2020-08-09,0.8399999737739563
LURUACO,2020,2020-08-09,-4999.080078125
MALAMBO,2020,2020-08-09,0.8800000150998434
MANATÍ,2020,2020-08-09,0.20999999344348907
PALMAR DE VARELA,2020,2020-08-09,1.940000057220459
PIOJÓ,2020,2020-08-09,-6665.720052083333
POLONUEVO,2020,2020-08-09,1.940000057220459
PONEDERA,2020,2020-08-09,1.840000033378601
PUERTO COLOMBIA,2020,2020-08-09,0.3499999940395355
REPELÓN,2020,2020-08-09,-4999.39501953125
SABANAGRANDE,2020,2020-08-09,1.940000057220459
SABANALARGA,2020,2020-08-09,1.3899999856948853
SANTA LUCÍA,2020,2020-08-09,1.2300000041723251
SANTO TOMÁS,2020,2020-08-09,1.940000057220459
SOLEDAD,2020,2020-08-09,0.3499999940395355
SUAN,2020,2020-08-09,1.7400000095367432
TUBARÁ,2020,2020-08-09,0.6399999856948853
USIACURÍ,2020,2020-08-09,1.3900000055631
BARRANQUILLA,2020,2020-08-10,1.2599999904632568
BARANOA,2020,2020-08-10,7.590000152587891
CAMPO DE LA CRUZ,2020,2020-08-10,7.190000057220459
CANDELARIA,2020,2020-08-10,7.190000057220459
GALAPA,2020,2020-08-10,1.2599999904632568
JUAN DE ACOSTA,2020,2020-08-10,4.21999979019165
LURUACO,2020,2020-08-10,-4997.39013671875
MALAMBO,2020,2020-08-10,3.3700000445048013
MANATÍ,2020,2020-08-10,2.950000047683716
PALMAR DE VARELA,2020,2020-08-10,7.590000152587891
PIOJÓ,2020,2020-08-10,-6664.593098958333
POLONUEVO,2020,2020-08-10,7.590000152587891
PONEDERA,2020,2020-08-10,7.390000343322754
PUERTO COLOMBIA,2020,2020-08-10,1.2599999904632568
REPELÓN,2020,2020-08-10,-4998.02490234375
SABANAGRANDE,2020,2020-08-10,7.590000152587891
SABANALARGA,2020,2020-08-10,5.904999732971191
SANTA LUCÍA,2020,2020-08-10,5.776666720708211
SANTO TOMÁS,2020,2020-08-10,7.590000152587891
SOLEDAD,2020,2020-08-10,1.2599999904632568
SUAN,2020,2020-08-10,7.190000057220459
TUBARÁ,2020,2020-08-10,3.359999895095825
USIACURÍ,2020,2020-08-10,5.904999891916911
BARRANQUILLA,2020,2020-08-11,1.440000057220459
BARANOA,2020,2020-08-11,6.550000190734863
CAMPO DE LA CRUZ,2020,2020-08-11,5.840000152587891
CANDELARIA,2020,2020-08-11,5.840000152587891
GALAPA,2020,2020-08-11,1.440000057220459
JUAN DE ACOSTA,2020,2020-08-11,6.659999847412109
LURUACO,2020,2020-08-11,-4996.169921875
MALAMBO,2020,2020-08-11,3.1433334350585938
MANATÍ,2020,2020-08-11,6.119999885559082
PALMAR DE VARELA,2020,2020-08-11,6.550000190734863
PIOJÓ,2020,2020-08-11,-6663.779947916667
POLONUEVO,2020,2020-08-11,6.550000190734863
PONEDERA,2020,2020-08-11,6.195000171661377
PUERTO COLOMBIA,2020,2020-08-11,1.440000057220459
REPELÓN,2020,2020-08-11,-4996.43994140625
SABANAGRANDE,2020,2020-08-11,6.550000190734863
SABANALARGA,2020,2020-08-11,6.605000019073486
SANTA LUCÍA,2020,2020-08-11,5.933333396911621
SANTO TOMÁS,2020,2020-08-11,6.550000190734863
SOLEDAD,2020,2020-08-11,1.440000057220459
SUAN,2020,2020-08-11,5.840000152587891
TUBARÁ,2020,2020-08-11,5.099999904632568
USIACURÍ,2020,2020-08-11,6.605000019073486
BARRANQUILLA,2020,2020-08-12,0.46000000834465027
BARANOA,2020,2020-08-12,2.059999942779541
CAMPO DE LA CRUZ,2020,2020-08-12,2.0199999809265137
CANDELARIA,2020,2020-08-12,2.0199999809265137
GALAPA,2020,2020-08-12,0.46000000834465027
JUAN DE ACOSTA,2020,2020-08-12,1.1699999570846558
LURUACO,2020,2020-08-12,-4998.9150390625
MALAMBO,2020,2020-08-12,0.9933333198229471
MANATÍ,2020,2020-08-12,1.7699999809265137
PALMAR DE VARELA,2020,2020-08-12,2.059999942779541
PIOJÓ,2020,2020-08-12,-6665.610026041667
POLONUEVO,2020,2020-08-12,2.059999942779541
PONEDERA,2020,2020-08-12,2.0399999618530273
PUERTO COLOMBIA,2020,2020-08-12,0.46000000834465027
REPELÓN,2020,2020-08-12,-4998.615234375
SABANAGRANDE,2020,2020-08-12,2.059999942779541
SABANALARGA,2020,2020-08-12,1.6150000095367432
SANTA LUCÍA,2020,2020-08-12,1.9366666475931804
SANTO TOMÁS,2020,2020-08-12,2.059999942779541
SOLEDAD,2020,2020-08-12,0.46000000834465027
SUAN,2020,2020-08-12,2.0199999809265137
TUBARÁ,2020,2020-08-12,0.6700000166893005
USIACURÍ,2020,2020-08-12,1.6149999698003132
BARRANQUILLA,2020,2020-08-13,0.6700000166893005
BARANOA,2020,2020-08-13,4.400000095367432
CAMPO DE LA CRUZ,2020,2020-08-13,4.380000114440918
CANDELARIA,2020,2020-08-13,4.380000114440918
GALAPA,2020,2020-08-13,0.6700000166893005
JUAN DE ACOSTA,2020,2020-08-13,1.8300000429153442
LURUACO,2020,2020-08-13,-4998.5849609375
MALAMBO,2020,2020-08-13,1.9133333762486775
MANATÍ,2020,2020-08-13,4.739999771118164
PALMAR DE VARELA,2020,2020-08-13,4.400000095367432
PIOJÓ,2020,2020-08-13,-6665.389973958333
POLONUEVO,2020,2020-08-13,4.400000095367432
PONEDERA,2020,2020-08-13,4.390000343322754
PUERTO COLOMBIA,2020,2020-08-13,0.6700000166893005
REPELÓN,2020,2020-08-13,-4997.1298828125
SABANAGRANDE,2020,2020-08-13,4.400000095367432
SABANALARGA,2020,2020-08-13,3.115000009536743
SANTA LUCÍA,2020,2020-08-13,4.5
SANTO TOMÁS,2020,2020-08-13,4.400000095367432
SOLEDAD,2020,2020-08-13,0.6700000166893005
SUAN,2020,2020-08-13,4.380000114440918
TUBARÁ,2020,2020-08-13,1.1699999570846558
USIACURÍ,2020,2020-08-13,3.115000049273173
BARRANQUILLA,2020,2020-08-14,6.679999828338623
BARANOA,2020,2020-08-14,11.930000305175781
CAMPO DE LA CRUZ,2020,2020-08-14,6.75
CANDELARIA,2020,2020-08-14,6.75
GALAPA,2020,2020-08-14,6.679999828338623
JUAN DE ACOSTA,2020,2020-08-14,6.349999904632568
LURUACO,2020,2020-08-14,-4996.3251953125
MALAMBO,2020,2020-08-14,8.429999987284342
MANATÍ,2020,2020-08-14,5.119999885559082
PALMAR DE VARELA,2020,2020-08-14,11.930000305175781
PIOJÓ,2020,2020-08-14,-6663.883463541667
POLONUEVO,2020,2020-08-14,11.930000305175781
PONEDERA,2020,2020-08-14,9.34000015258789
PUERTO COLOMBIA,2020,2020-08-14,6.679999828338623
REPELÓN,2020,2020-08-14,-4996.93994140625
SABANAGRANDE,2020,2020-08-14,11.930000305175781
SABANALARGA,2020,2020-08-14,9.140000343322754
SANTA LUCÍA,2020,2020-08-14,6.206666628519694
SANTO TOMÁS,2020,2020-08-14,11.930000305175781
SOLEDAD,2020,2020-08-14,6.679999828338623
SUAN,2020,2020-08-14,6.75
TUBARÁ,2020,2020-08-14,5.320000171661377
USIACURÍ,2020,2020-08-14,9.140000184377035
BARRANQUILLA,2020,2020-08-15,8.529999732971191
BARANOA,2020,2020-08-15,7.829999923706055
CAMPO DE LA CRUZ,2020,2020-08-15,5.590000152587891
CANDELARIA,2020,2020-08-15,5.590000152587891
GALAPA,2020,2020-08-15,8.529999732971191
JUAN DE ACOSTA,2020,2020-08-15,8.979999542236328
LURUACO,2020,2020-08-15,-4995.009765625
MALAMBO,2020,2020-08-15,8.296666463216146
MANATÍ,2020,2020-08-15,7.920000076293945
PALMAR DE VARELA,2020,2020-08-15,7.829999923706055
PIOJÓ,2020,2020-08-15,-6663.006510416667
POLONUEVO,2020,2020-08-15,7.829999923706055
PONEDERA,2020,2020-08-15,6.710000038146973
PUERTO COLOMBIA,2020,2020-08-15,8.529999732971191
REPELÓN,2020,2020-08-15,-4995.5400390625
SABANAGRANDE,2020,2020-08-15,7.829999923706055
SABANALARGA,2020,2020-08-15,8.404999732971191
SANTA LUCÍA,2020,2020-08-15,6.366666793823242
SANTO TOMÁS,2020,2020-08-15,7.829999923706055
SOLEDAD,2020,2020-08-15,8.529999732971191
SUAN,2020,2020-08-15,5.590000152587891
TUBARÁ,2020,2020-08-15,7.760000228881836
USIACURÍ,2020,2020-08-15,8.404999732971191
BARRANQUILLA,2020,2020-08-16,6.739999771118164
BARANOA,2020,2020-08-16,7.429999828338623
CAMPO DE LA CRUZ,2020,2020-08-16,5.5
CANDELARIA,2020,2020-08-16,5.5
GALAPA,2020,2020-08-16,6.739999771118164
JUAN DE ACOSTA,2020,2020-08-16,3.690000057220459
LURUACO,2020,2020-08-16,-4997.65478515625
MALAMBO,2020,2020-08-16,6.96999979019165
MANATÍ,2020,2020-08-16,2.4200000762939453
PALMAR DE VARELA,2020,2020-08-16,7.429999828338623
PIOJÓ,2020,2020-08-16,-6664.770182291667
POLONUEVO,2020,2020-08-16,7.429999828338623
PONEDERA,2020,2020-08-16,6.465000152587891
PUERTO COLOMBIA,2020,2020-08-16,6.739999771118164
REPELÓN,2020,2020-08-16,-4998.2900390625
SABANAGRANDE,2020,2020-08-16,7.429999828338623
SABANALARGA,2020,2020-08-16,5.559999942779541
SANTA LUCÍA,2020,2020-08-16,4.473333358764648
SANTO TOMÁS,2020,2020-08-16,7.429999828338623
SOLEDAD,2020,2020-08-16,6.739999771118164
SUAN,2020,2020-08-16,5.5
TUBARÁ,2020,2020-08-16,4.710000038146973
USIACURÍ,2020,2020-08-16,5.559999942779541
BARRANQUILLA,2020,2020-08-17,12.579999923706055
BARANOA,2020,2020-08-17,27.450000762939453
CAMPO DE LA CRUZ,2020,2020-08-17,25.56999969482422
CANDELARIA,2020,2020-08-17,25.56999969482422
GALAPA,2020,2020-08-17,12.579999923706055
JUAN DE ACOSTA,2020,2020-08-17,10.140000343322754
LURUACO,2020,2020-08-17,-4994.43017578125
MALAMBO,2020,2020-08-17,17.536666870117188
MANATÍ,2020,2020-08-17,13.289999961853027
PALMAR DE VARELA,2020,2020-08-17,27.450000762939453
PIOJÓ,2020,2020-08-17,-6662.619791666667
POLONUEVO,2020,2020-08-17,27.450000762939453
PONEDERA,2020,2020-08-17,26.510000228881836
PUERTO COLOMBIA,2020,2020-08-17,12.579999923706055
REPELÓN,2020,2020-08-17,-4992.85498046875
SABANAGRANDE,2020,2020-08-17,27.450000762939453
SABANALARGA,2020,2020-08-17,18.795000076293945
SANTA LUCÍA,2020,2020-08-17,21.47666645050049
SANTO TOMÁS,2020,2020-08-17,27.450000762939453
SOLEDAD,2020,2020-08-17,12.579999923706055
SUAN,2020,2020-08-17,25.56999969482422
TUBARÁ,2020,2020-08-17,6.929999828338623
USIACURÍ,2020,2020-08-17,18.795000394185383
BARRANQUILLA,2020,2020-08-18,4.989999771118164
BARANOA,2020,2020-08-18,9.520000457763672
CAMPO DE LA CRUZ,2020,2020-08-18,8.789999961853027
CANDELARIA,2020,2020-08-18,8.789999961853027
GALAPA,2020,2020-08-18,4.989999771118164
JUAN DE ACOSTA,2020,2020-08-18,5.730000019073486
LURUACO,2020,2020-08-18,-4996.634765625
MALAMBO,2020,2020-08-18,6.5
MANATÍ,2020,2020-08-18,10.9399995803833
PALMAR DE VARELA,2020,2020-08-18,9.520000457763672
PIOJÓ,2020,2020-08-18,-6664.08984375
POLONUEVO,2020,2020-08-18,9.520000457763672
PONEDERA,2020,2020-08-18,9.155000686645508
PUERTO COLOMBIA,2020,2020-08-18,4.989999771118164
REPELÓN,2020,2020-08-18,-4994.02978515625
SABANAGRANDE,2020,2020-08-18,9.520000457763672
SABANALARGA,2020,2020-08-18,7.625
SANTA LUCÍA,2020,2020-08-18,9.506666501363119
SANTO TOMÁS,2020,2020-08-18,9.520000457763672
SOLEDAD,2020,2020-08-18,4.989999771118164
SUAN,2020,2020-08-18,8.789999961853027
TUBARÁ,2020,2020-08-18,3.2699999809265137
USIACURÍ,2020,2020-08-18,7.62500015894572
BARRANQUILLA,2020,2020-08-19,22.989999771118164
BARANOA,2020,2020-08-19,25.8700008392334
CAMPO DE LA CRUZ,2020,2020-08-19,14.760000228881836
CANDELARIA,2020,2020-08-19,14.760000228881836
GALAPA,2020,2020-08-19,22.989999771118164
JUAN DE ACOSTA,2020,2020-08-19,14.119999885559082
LURUACO,2020,2020-08-19,-4992.43994140625
MALAMBO,2020,2020-08-19,23.950000127156574
MANATÍ,2020,2020-08-19,10.40999984741211
PALMAR DE VARELA,2020,2020-08-19,25.8700008392334
PIOJÓ,2020,2020-08-19,-6661.293619791667
POLONUEVO,2020,2020-08-19,25.8700008392334
PONEDERA,2020,2020-08-19,20.315000534057617
PUERTO COLOMBIA,2020,2020-08-19,22.989999771118164
REPELÓN,2020,2020-08-19,-4994.294921875
SABANAGRANDE,2020,2020-08-19,25.8700008392334
SABANALARGA,2020,2020-08-19,19.9950008392334
SANTA LUCÍA,2020,2020-08-19,13.31000010172526
SANTO TOMÁS,2020,2020-08-19,25.8700008392334
SOLEDAD,2020,2020-08-19,22.989999771118164
SUAN,2020,2020-08-19,14.760000228881836
TUBARÁ,2020,2020-08-19,11.109999656677246
USIACURÍ,2020,2020-08-19,19.99500052134196
BARRANQUILLA,2020,2020-08-20,30.079999923706055
BARANOA,2020,2020-08-20,21.1200008392334
CAMPO DE LA CRUZ,2020,2020-08-20,11.4399995803833
CANDELARIA,2020,2020-08-20,11.4399995803833
GALAPA,2020,2020-08-20,30.079999923706055
JUAN DE ACOSTA,2020,2020-08-20,13.699999809265137
LURUACO,2020,2020-08-20,-4992.64990234375
MALAMBO,2020,2020-08-20,27.093333562215168
MANATÍ,2020,2020-08-20,5.949999809265137
PALMAR DE VARELA,2020,2020-08-20,21.1200008392334
PIOJÓ,2020,2020-08-20,-6661.43359375
POLONUEVO,2020,2020-08-20,21.1200008392334
PONEDERA,2020,2020-08-20,16.280000686645508
PUERTO COLOMBIA,2020,2020-08-20,30.079999923706055
REPELÓN,2020,2020-08-20,-4996.52490234375
SABANAGRANDE,2020,2020-08-20,21.1200008392334
SABANALARGA,2020,2020-08-20,17.40999984741211
SANTA LUCÍA,2020,2020-08-20,9.609999656677246
SANTO TOMÁS,2020,2020-08-20,21.1200008392334
SOLEDAD,2020,2020-08-20,30.079999923706055
SUAN,2020,2020-08-20,11.4399995803833
TUBARÁ,2020,2020-08-20,19.360000610351562
USIACURÍ,2020,2020-08-20,17.410000165303547
BARRANQUILLA,2020,2020-08-21,29.290000915527344
BARANOA,2020,2020-08-21,41.709999084472656
CAMPO DE LA CRUZ,2020,2020-08-21,22.399999618530273
CANDELARIA,2020,2020-08-21,22.399999618530273
GALAPA,2020,2020-08-21,29.290000915527344
JUAN DE ACOSTA,2020,2020-08-21,16.329999923706055
LURUACO,2020,2020-08-21,-4991.3349609375
MALAMBO,2020,2020-08-21,33.43000030517578
MANATÍ,2020,2020-08-21,17.979999542236328
PALMAR DE VARELA,2020,2020-08-21,41.709999084472656
PIOJÓ,2020,2020-08-21,-6660.556640625
POLONUEVO,2020,2020-08-21,41.709999084472656
PONEDERA,2020,2020-08-21,32.05500030517578
PUERTO COLOMBIA,2020,2020-08-21,29.290000915527344
REPELÓN,2020,2020-08-21,-4990.509765625
SABANAGRANDE,2020,2020-08-21,41.709999084472656
SABANALARGA,2020,2020-08-21,29.020000457763672
SANTA LUCÍA,2020,2020-08-21,20.926666259765625
SANTO TOMÁS,2020,2020-08-21,41.709999084472656
SOLEDAD,2020,2020-08-21,29.290000915527344
SUAN,2020,2020-08-21,22.399999618530273
TUBARÁ,2020,2020-08-21,13.609999656677246
USIACURÍ,2020,2020-08-21,29.019999821980793
BARRANQUILLA,2020,2020-08-22,11.039999961853027
BARANOA,2020,2020-08-22,17.239999771118164
CAMPO DE LA CRUZ,2020,2020-08-22,13.770000457763672
CANDELARIA,2020,2020-08-22,13.770000457763672
GALAPA,2020,2020-08-22,11.039999961853027
